Year-Month,Price,Open,High,Low
2019-01,1.2898608695652174,1.2885347826086957,1.2945565217391304,1.2824739130434784
2019-02,1.30111,1.3005900000000001,1.3061,1.29589
2019-03,1.3172666666666668,1.3185666666666667,1.3248380952380951,1.3104095238095237
2019-04,1.3028,1.30305,1.3072772727272728,1.2992636363636363
2019-05,1.2839565217391304,1.2856391304347827,1.2894739130434782,1.2809086956521738
2019-06,1.267435,1.2672050000000001,1.271625,1.263735
2019-07,1.246117391304348,1.2487217391304348,1.2519304347826086,1.2433999999999998
2019-08,1.2150954545454544,1.2151590909090908,1.2198272727272728,1.2106136363636364
2019-09,1.2353285714285716,1.234747619047619,1.2405380952380953,1.2293809523809525
2019-10,1.2657608695652174,1.262791304347826,1.270791304347826,1.2571999999999999
2019-11,1.2882,1.2885809523809524,1.2920571428571428,1.2850761904761905
2019-12,1.3096227272727272,1.3082727272727273,1.3157318181818183,1.3038590909090908
2020-01,1.3082869565217392,1.3086086956521739,1.3127739130434783,1.3036478260869566
2020-02,1.295325,1.297405,1.301285,1.291115
2020-03,1.2357772727272727,1.2376045454545455,1.2506000000000002,1.22335
2020-04,1.2416272727272728,1.2410272727272729,1.2479636363636364,1.234909090909091
2020-05,1.2291809523809523,1.2305190476190477,1.2359142857142857,1.2246285714285714
2020-06,1.2525227272727273,1.2525636363636363,1.2588727272727274,1.2458727272727272
2020-07,1.2683130434782608,1.2655173913043478,1.2720521739130435,1.2617391304347827
2020-08,1.3133761904761905,1.3122142857142858,1.3190666666666666,1.3074428571428571
2020-09,1.2954136363636364,1.2976181818181818,1.3035818181818182,1.2897772727272727
2020-10,1.2976227272727272,1.2976818181818182,1.3036727272727273,1.2915181818181818
2020-11,1.3214428571428571,1.319795238095238,1.3261666666666667,1.315138095238095
2020-12,1.3450521739130434,1.3438173913043479,1.351495652173913,1.3366086956521739
2021-01,1.3641809523809525,1.364242857142857,1.3690428571428572,1.3587285714285715
2021-02,1.386545,1.3855650000000002,1.391105,1.38121
2021-03,1.3858478260869567,1.386708695652174,1.391095652173913,1.3809304347826086
2021-04,1.3840363636363635,1.38405,1.3884409090909091,1.379409090909091
2021-05,1.4086095238095238,1.406909523809524,1.4124285714285716,1.4033380952380952
2021-06,1.401759090909091,1.4039,1.4075136363636362,1.3978181818181818
2021-07,1.3810272727272728,1.3810681818181818,1.3857181818181818,1.3758409090909092
2021-08,1.37945,1.3802727272727273,1.38385,1.376309090909091
2021-09,1.3726863636363638,1.3742045454545453,1.3783818181818182,1.3693181818181819
2021-10,1.369052380952381,1.3681904761904762,1.3733619047619048,1.3646333333333334
2021-11,1.3449454545454544,1.3469272727272728,1.3502954545454544,1.3409772727272726
2021-12,1.3316695652173913,1.3307565217391306,1.3352217391304348,1.3269304347826087
2022-01,1.3553761904761905,1.3559285714285714,1.3598238095238095,1.3516285714285714
2022-02,1.35355,1.353845,1.35829,1.3489200000000001
2022-03,1.3162652173913043,1.317804347826087,1.3227260869565216,1.3118608695652174
2022-04,1.2931000000000001,1.2962714285714287,1.2998285714285713,1.2895142857142856
2022-05,1.245031818181818,1.2450545454545454,1.2513772727272727,1.2384954545454545
2022-06,1.2315454545454545,1.2338318181818182,1.2397636363636364,1.2248681818181817
2022-07,1.1997,1.1999809523809524,1.2059761904761903,1.1922285714285714
2022-08,1.1974695652173915,1.2000391304347826,1.2049869565217393,1.1926999999999999
2022-09,1.1319772727272728,1.1344636363636365,1.1416454545454544,1.1228272727272728
2022-10,1.1305476190476191,1.1296285714285714,1.1400523809523808,1.1198809523809523
2022-11,1.175240909090909,1.1722727272727271,1.1836318181818182,1.1655318181818182
2022-12,1.216668181818182,1.2165636363636363,1.2241045454545454,1.2106681818181817
2023-01,1.2234136363636363,1.2227136363636364,1.2286090909090908,1.2161045454545454
2023-02,1.20777,1.209645,1.21547,1.20275
2023-03,1.214178260869565,1.2132173913043478,1.2195565217391304,1.2083260869565218
2023-04,1.244815,1.243875,1.248885,1.2393100000000001
2023-05,1.2477782608695651,1.2484434782608695,1.252708695652174,1.243904347826087
2023-06,1.2634681818181817,1.2624318181818182,1.267859090909091,1.2577954545454544
2023-07,1.2885333333333333,1.2878714285714286,1.2933000000000001,1.2831190476190475
2023-08,1.2702913043478261,1.2712217391304348,1.2754652173913044,1.2657130434782609
2023-09,1.2382714285714285,1.2408238095238096,1.2438380952380952,1.2356761904761906
2023-10,1.2171954545454546,1.217590909090909,1.2219272727272728,1.2122181818181819
2023-11,1.2429772727272728,1.2409136363636364,1.2466136363636364,1.2370045454545453
2023-12,1.265990476190476,1.2656904761904761,1.270847619047619,1.261204761904762
2024-01,1.2702130434782608,1.2705652173913042,1.2744434782608696,1.2661217391304347
2024-02,1.2627190476190475,1.2631714285714284,1.266752380952381,1.259095238095238
2024-03,1.2712095238095238,1.271495238095238,1.2747714285714284,1.2675904761904762
2024-04,1.2515636363636364,1.2524,1.2562909090909091,1.2478363636363636
2024-05,1.2637652173913043,1.2627260869565218,1.2667434782608695,1.2599608695652174
2024-06,1.271285,1.271935,1.274945,1.268125
2024-07,1.2860130434782608,1.2851652173913042,1.289,1.2826739130434783
2024-08,1.294418181818182,1.2934363636363637,1.2985363636363638,1.2895772727272727
2024-09,1.3217666666666668,1.3206619047619046,1.3260666666666667,1.3169333333333333
2024-10,1.3044173913043478,1.306521739130435,1.3094434782608695,1.3011043478260869
2024-11,1.2746285714285714,1.2758047619047619,1.2799857142857143,1.269852380952381
2024-12,1.2632181818181818,1.2643272727272727,1.2685454545454546,1.2594772727272727
