DATE,ULSP_PRICE,ULSD_PRICE,ULSP_DUTY,ULSD_DUTY,PRICE_OIL,PRICE_CURRENCY,INFLATION_RATE
2019-01-01,,,,,59.41,1.2751,1.8
2019-01-02,,,,,,1.2607,
2019-01-03,,,,,,1.2631,
2019-01-04,,,,,,1.2726,
2019-01-05,,,,,,,
2019-01-06,,,,,,,
2019-01-07,1.2027,1.3033,0.5795,0.5795,,1.2778,
2019-01-08,,,,,,1.2717,
2019-01-09,,,,,,1.2788,
2019-01-10,,,,,,1.2747,
2019-01-11,,,,,,1.2841,
2019-01-12,,,,,,,
2019-01-13,,,,,,,
2019-01-14,1.1953,1.2947,0.5795,0.5795,,1.2863,
2019-01-15,,,,,,1.2858,
2019-01-16,,,,,,1.2881,
2019-01-17,,,,,,1.2984,
2019-01-18,,,,,,1.2873,
2019-01-19,,,,,,,
2019-01-20,,,,,,,
2019-01-21,1.1912,1.2892,0.5795,0.5795,,1.289,
2019-01-22,,,,,,1.2957,
2019-01-23,,,,,,1.3067,
2019-01-24,,,,,,1.3064,
2019-01-25,,,,,,1.3201,
2019-01-26,,,,,,,
2019-01-27,,,,,,,
2019-01-28,1.1929,1.291,0.5795,0.5795,,1.3162,
2019-01-29,,,,,,1.3066,
2019-01-30,,,,,,1.3116,
2019-01-31,,,,,,1.31,
2019-02-01,,,,,63.96,1.3083,1.8
2019-02-02,,,,,,,
2019-02-03,,,,,,,
2019-02-04,1.1913,1.2913,0.5795,0.5795,,1.3035,
2019-02-05,,,,,,1.2942,
2019-02-06,,,,,,1.2932,
2019-02-07,,,,,,1.2953,
2019-02-08,,,,,,1.2947,
2019-02-09,,,,,,,
2019-02-10,,,,,,,
2019-02-11,1.1897,1.2916999999999998,0.5795,0.5795,,1.2849,
2019-02-12,,,,,,1.289,
2019-02-13,,,,,,1.2844,
2019-02-14,,,,,,1.2811,
2019-02-15,,,,,,1.2889,
2019-02-16,,,,,,,
2019-02-17,,,,,,,
2019-02-18,1.1905,1.2923,0.5795,0.5795,,1.2921,
2019-02-19,,,,,,1.3062,
2019-02-20,,,,,,1.3049,
2019-02-21,,,,,,1.3049,
2019-02-22,,,,,,1.3052,
2019-02-23,,,,,,,
2019-02-24,,,,,,,
2019-02-25,1.1922,1.2966,0.5795,0.5795,,1.3095,
2019-02-26,,,,,,1.325,
2019-02-27,,,,,,1.3308,
2019-02-28,,,,,,1.3261,
2019-03-01,,,,,66.14,1.3202,1.8
2019-03-02,,,,,,,
2019-03-03,,,,,,,
2019-03-04,1.1972,1.3025,0.5795,0.5795,,1.3186,
2019-03-05,,,,,,1.3175,
2019-03-06,,,,,,1.3169,
2019-03-07,,,,,,1.3084,
2019-03-08,,,,,,1.3015,
2019-03-09,,,,,,,
2019-03-10,,,,,,,
2019-03-11,1.2009999999999998,1.3059,0.5795,0.5795,,1.3151,
2019-03-12,,,,,,1.3073,
2019-03-13,,,,,,1.3337,
2019-03-14,,,,,,1.3239,
2019-03-15,,,,,,1.3289,
2019-03-16,,,,,,,
2019-03-17,,,,,,,
2019-03-18,1.2048,1.3085,0.5795,0.5795,,1.3255,
2019-03-19,,,,,,1.3267,
2019-03-20,,,,,,1.3196,
2019-03-21,,,,,,1.3107,
2019-03-22,,,,,,1.3209,
2019-03-23,,,,,,,
2019-03-24,,,,,,,
2019-03-25,1.2083,1.3115,0.5795,0.5795,,1.3202,
2019-03-26,,,,,,1.3207,
2019-03-27,,,,,,1.3189,
2019-03-28,,,,,,1.3043,
2019-03-29,,,,,,1.3031,
2019-03-30,,,,,,,
2019-03-31,,,,,,,
2019-04-01,1.217,1.3148,0.5795,0.5795,71.23,1.3099,2.0
2019-04-02,,,,,,1.3127,
2019-04-03,,,,,,1.3159,
2019-04-04,,,,,,1.3077,
2019-04-05,,,,,,1.3036,
2019-04-06,,,,,,,
2019-04-07,,,,,,,
2019-04-08,1.2275,1.3208000000000002,0.5795,0.5795,,1.3062,
2019-04-09,,,,,,1.306,
2019-04-10,,,,,,1.3089,
2019-04-11,,,,,,1.3054,
2019-04-12,,,,,,1.3081,
2019-04-13,,,,,,,
2019-04-14,,,,,,,
2019-04-15,1.2406,1.3296,0.5795,0.5795,,1.3097,
2019-04-16,,,,,,1.3048,
2019-04-17,,,,,,1.3043,
2019-04-18,,,,,,1.2996,
2019-04-19,,,,,,1.2988,
2019-04-20,,,,,,,
2019-04-21,,,,,,,
2019-04-22,1.2543,1.3399,0.5795,0.5795,,1.2982,
2019-04-23,,,,,,1.2937,
2019-04-24,,,,,,1.29,
2019-04-25,,,,,,1.2897,
2019-04-26,,,,,,1.2917,
2019-04-27,,,,,,,
2019-04-28,,,,,,,
2019-04-29,1.2636,1.346,0.5795,0.5795,,1.2936,
2019-04-30,,,,,,1.3031,
2019-05-01,,,,,71.32,1.3049,1.9
2019-05-02,,,,,,1.3034,
2019-05-03,,,,,,1.3171,
2019-05-04,,,,,,,
2019-05-05,,,,,,,
2019-05-06,1.275,1.3541,0.5795,0.5795,,1.3095,
2019-05-07,,,,,,1.3074,
2019-05-08,,,,,,1.3006,
2019-05-09,,,,,,1.3013,
2019-05-10,,,,,,1.2999,
2019-05-11,,,,,,,
2019-05-12,,,,,,,
2019-05-13,1.2797,1.3536,0.5795,0.5795,,1.2955,
2019-05-14,,,,,,1.2904,
2019-05-15,,,,,,1.2848,
2019-05-16,,,,,,1.2795,
2019-05-17,,,,,,1.2718,
2019-05-18,,,,,,,
2019-05-19,,,,,,,
2019-05-20,1.2851,1.3582,0.5795,0.5795,,1.2726,
2019-05-21,,,,,,1.2705,
2019-05-22,,,,,,1.2661,
2019-05-23,,,,,,1.2654,
2019-05-24,,,,,,1.2712,
2019-05-25,,,,,,,
2019-05-26,,,,,,,
2019-05-27,1.2914,1.3644999999999998,0.5795,0.5795,,1.2677,
2019-05-28,,,,,,1.2652,
2019-05-29,,,,,,1.2625,
2019-05-30,,,,,,1.2606,
2019-05-31,,,,,,1.2631,
2019-06-01,,,,,64.22,,1.9
2019-06-02,,,,,,,
2019-06-03,1.2941,1.3639,0.5795,0.5795,,1.2663,
2019-06-04,,,,,,1.2696,
2019-06-05,,,,,,1.2684,
2019-06-06,,,,,,1.2699,
2019-06-07,,,,,,1.2734,
2019-06-08,,,,,,,
2019-06-09,,,,,,,
2019-06-10,1.2889,1.354,0.5795,0.5795,,1.2683,
2019-06-11,,,,,,1.2722,
2019-06-12,,,,,,1.2686,
2019-06-13,,,,,,1.2672,
2019-06-14,,,,,,1.259,
2019-06-15,,,,,,,
2019-06-16,,,,,,,
2019-06-17,1.2766,1.3376,0.5795,0.5795,,1.2532,
2019-06-18,,,,,,1.2556,
2019-06-19,,,,,,1.2639,
2019-06-20,,,,,,1.2699,
2019-06-21,,,,,,1.274,
2019-06-22,,,,,,,
2019-06-23,,,,,,,
2019-06-24,1.2666,1.3181,0.5795,0.5795,,1.2739,
2019-06-25,,,,,,1.2697,
2019-06-26,,,,,,1.2688,
2019-06-27,,,,,,1.2675,
2019-06-28,,,,,,1.2693,
2019-06-29,,,,,,,
2019-06-30,,,,,,,
2019-07-01,1.2649,1.3155,0.5795,0.5795,63.92,1.2638,2.0
2019-07-02,,,,,,1.2591,
2019-07-03,,,,,,1.2571,
2019-07-04,,,,,,1.2576,
2019-07-05,,,,,,1.2523,
2019-07-06,,,,,,,
2019-07-07,,,,,,,
2019-07-08,1.2686,1.3168,0.5795,0.5795,,1.251,
2019-07-09,,,,,,1.2465,
2019-07-10,,,,,,1.2499,
2019-07-11,,,,,,1.2519,
2019-07-12,,,,,,1.2573,
2019-07-13,,,,,,,
2019-07-14,,,,,,,
2019-07-15,1.2713,1.3186000000000002,0.5795,0.5795,,1.2514,
2019-07-16,,,,,,1.2403,
2019-07-17,,,,,,1.2431,
2019-07-18,,,,,,1.2546,
2019-07-19,,,,,,1.25,
2019-07-20,,,,,,,
2019-07-21,,,,,,,
2019-07-22,1.2781,1.3221,0.5795,0.5795,,1.2474,
2019-07-23,,,,,,1.2436,
2019-07-24,,,,,,1.2481,
2019-07-25,,,,,,1.2454,
2019-07-26,,,,,,1.238,
2019-07-27,,,,,,,
2019-07-28,,,,,,,
2019-07-29,1.2803,1.3259999999999998,0.5795,0.5795,,1.2217,
2019-07-30,,,,,,1.2149,
2019-07-31,,,,,,1.2157,
2019-08-01,,,,,59.04,1.2131,1.7
2019-08-02,,,,,,1.2154,
2019-08-03,,,,,,,
2019-08-04,,,,,,,
2019-08-05,1.2837,1.3261,0.5795,0.5795,,1.2141,
2019-08-06,,,,,,1.2166,
2019-08-07,,,,,,1.214,
2019-08-08,,,,,,1.2131,
2019-08-09,,,,,,1.2034,
2019-08-10,,,,,,,
2019-08-11,,,,,,,
2019-08-12,1.2836,1.3259,0.5795,0.5795,,1.2073,
2019-08-13,,,,,,1.2058,
2019-08-14,,,,,,1.2059,
2019-08-15,,,,,,1.2084,
2019-08-16,,,,,,1.2149,
2019-08-17,,,,,,,
2019-08-18,,,,,,,
2019-08-19,1.2816999999999998,1.3259999999999998,0.5795,0.5795,,1.2125,
2019-08-20,,,,,,1.2168,
2019-08-21,,,,,,1.2126,
2019-08-22,,,,,,1.225,
2019-08-23,,,,,,1.2277,
2019-08-24,,,,,,,
2019-08-25,,,,,,,
2019-08-26,1.2822,1.3251,0.5795,0.5795,,1.2215,
2019-08-27,,,,,,1.2287,
2019-08-28,,,,,,1.2209,
2019-08-29,,,,,,1.2188,
2019-08-30,,,,,,1.2156,
2019-08-31,,,,,,,
2019-09-01,,,,,62.83,,1.7
2019-09-02,1.2786,1.3229,0.5795,0.5795,,1.2066,
2019-09-03,,,,,,1.2084,
2019-09-04,,,,,,1.225,
2019-09-05,,,,,,1.2329,
2019-09-06,,,,,,1.2281,
2019-09-07,,,,,,,
2019-09-08,,,,,,,
2019-09-09,1.2779,1.3189,0.5795,0.5795,,1.2345,
2019-09-10,,,,,,1.2346,
2019-09-11,,,,,,1.2326,
2019-09-12,,,,,,1.2332,
2019-09-13,,,,,,1.25,
2019-09-14,,,,,,,
2019-09-15,,,,,,,
2019-09-16,1.2692,1.3135,0.5795,0.5795,,1.2428,
2019-09-17,,,,,,1.25,
2019-09-18,,,,,,1.2468,
2019-09-19,,,,,,1.2524,
2019-09-20,,,,,,1.2477,
2019-09-21,,,,,,,
2019-09-22,,,,,,,
2019-09-23,1.2678,1.3152,0.5795,0.5795,,1.2429,
2019-09-24,,,,,,1.2488,
2019-09-25,,,,,,1.2349,
2019-09-26,,,,,,1.2322,
2019-09-27,,,,,,1.2288,
2019-09-28,,,,,,,
2019-09-29,,,,,,,
2019-09-30,1.2692,1.3183,0.5795,0.5795,,1.2287,
2019-10-01,,,,,59.71,1.2301,1.5
2019-10-02,,,,,,1.23,
2019-10-03,,,,,,1.2328,
2019-10-04,,,,,,1.2332,
2019-10-05,,,,,,,
2019-10-06,,,,,,,
2019-10-07,1.2687,1.3182,0.5795,0.5795,,1.229,
2019-10-08,,,,,,1.2217,
2019-10-09,,,,,,1.2204,
2019-10-10,,,,,,1.244,
2019-10-11,,,,,,1.2647,
2019-10-12,,,,,,,
2019-10-13,,,,,,,
2019-10-14,1.2691,1.3189,0.5795,0.5795,,1.2606,
2019-10-15,,,,,,1.2786,
2019-10-16,,,,,,1.283,
2019-10-17,,,,,,1.2888,
2019-10-18,,,,,,1.2971,
2019-10-19,,,,,,,
2019-10-20,,,,,,,
2019-10-21,1.264,1.3128,0.5795,0.5795,,1.2958,
2019-10-22,,,,,,1.2872,
2019-10-23,,,,,,1.2916,
2019-10-24,,,,,,1.285,
2019-10-25,,,,,,1.2821,
2019-10-26,,,,,,,
2019-10-27,,,,,,,
2019-10-28,1.2577,1.306,0.5795,0.5795,,1.2862,
2019-10-29,,,,,,1.2865,
2019-10-30,,,,,,1.2901,
2019-10-31,,,,,,1.294,
2019-11-01,,,,,63.21,1.2934,
2019-11-02,,,,,,,
2019-11-03,,,,,,,
2019-11-04,1.2556,1.3037999999999998,0.5795,0.5795,,1.2882,
2019-11-05,,,,,,1.2882,
2019-11-06,,,,,,1.285,
2019-11-07,,,,,,1.2813,
2019-11-08,,,,,,1.277,
2019-11-09,,,,,,,
2019-11-10,,,,,,,
2019-11-11,1.2559,1.3041999999999998,0.5795,0.5795,,1.2851,
2019-11-12,,,,,,1.2844,
2019-11-13,,,,,,1.2849,
2019-11-14,,,,,,1.2881,
2019-11-15,,,,,,1.2899,
2019-11-16,,,,,,,
2019-11-17,,,,,,,
2019-11-18,1.2558,1.3035,0.5795,0.5795,,1.2952,
2019-11-19,,,,,,1.2922,
2019-11-20,,,,,,1.2922,
2019-11-21,,,,,,1.2913,
2019-11-22,,,,,,1.283,
2019-11-23,,,,,,,
2019-11-24,,,,,,,
2019-11-25,1.2532,1.3008000000000002,0.5795,0.5795,,1.2898,
2019-11-26,,,,,,1.2865,
2019-11-27,,,,,,1.2921,
2019-11-28,,,,,,1.2911,
2019-11-29,,,,,,1.2933,
2019-11-30,,,,,,,
2019-12-01,,,,,67.31,,
2019-12-02,1.2481,1.2978999999999998,0.5795,0.5795,,1.2936,
2019-12-03,,,,,,1.2992,
2019-12-04,,,,,,1.3103,
2019-12-05,,,,,,1.3155,
2019-12-06,,,,,,1.3135,
2019-12-07,,,,,,,
2019-12-08,,,,,,,
2019-12-09,1.2475,1.2978999999999998,0.5795,0.5795,,1.3143,
2019-12-10,,,,,,1.3154,
2019-12-11,,,,,,1.3193,
2019-12-12,,,,,,1.3162,
2019-12-13,,,,,,1.3325,
2019-12-14,,,,,,,
2019-12-15,,,,,,,
2019-12-16,1.2433,1.2956,0.5795,0.5795,,1.3329,
2019-12-17,,,,,,1.3128,
2019-12-18,,,,,,1.3076,
2019-12-19,,,,,,1.3007,
2019-12-20,,,,,,1.3002,
2019-12-21,,,,,,,
2019-12-22,,,,,,,
2019-12-23,1.2416,1.2981,0.5795,0.5795,,1.2933,
2019-12-24,,,,,,1.2944,
2019-12-25,,,,,,1.296,
2019-12-26,,,,,,1.2992,
2019-12-27,,,,,,1.3076,
2019-12-28,,,,,,,
2019-12-29,,,,,,,
2019-12-30,1.2496,1.3054,0.5795,0.5795,,1.3113,
2019-12-31,,,,,,1.3259,
2020-01-01,,,,,63.65,1.3254,
2020-01-02,,,,,,1.3144,
2020-01-03,,,,,,1.3086,
2020-01-04,,,,,,,
2020-01-05,,,,,,,
2020-01-06,1.2609,1.3156,0.5795,0.5795,,1.3167,
2020-01-07,,,,,,1.3123,
2020-01-08,,,,,,1.3097,
2020-01-09,,,,,,1.3065,
2020-01-10,,,,,,1.3059,
2020-01-11,,,,,,,
2020-01-12,,,,,,,
2020-01-13,1.2717,1.3269,0.5795,0.5795,,1.2988,
2020-01-14,,,,,,1.3017,
2020-01-15,,,,,,1.3036,
2020-01-16,,,,,,1.3076,
2020-01-17,,,,,,1.3008,
2020-01-18,,,,,,,
2020-01-19,,,,,,,
2020-01-20,1.2718,1.3274,0.5795,0.5795,,1.3009,
2020-01-21,,,,,,1.3047,
2020-01-22,,,,,,1.314,
2020-01-23,,,,,,1.3121,
2020-01-24,,,,,,1.3076,
2020-01-25,,,,,,,
2020-01-26,,,,,,,
2020-01-27,1.2733,1.3288,0.5795,0.5795,,1.3053,
2020-01-28,,,,,,1.3027,
2020-01-29,,,,,,1.302,
2020-01-30,,,,,,1.3094,
2020-01-31,,,,,,1.3199,
2020-02-01,,,,,55.66,,
2020-02-02,,,,,,,
2020-02-03,1.2585,1.3148,0.5795,0.5795,,1.2993,
2020-02-04,,,,,,1.3029,
2020-02-05,,,,,,1.3,
2020-02-06,,,,,,1.2928,
2020-02-07,,,,,,1.2891,
2020-02-08,,,,,,,
2020-02-09,,,,,,,
2020-02-10,1.2473,1.297,0.5795,0.5795,,1.2913,
2020-02-11,,,,,,1.2951,
2020-02-12,,,,,,1.296,
2020-02-13,,,,,,1.3045,
2020-02-14,,,,,,1.3046,
2020-02-15,,,,,,,
2020-02-16,,,,,,,
2020-02-17,1.238,1.2819999999999998,0.5795,0.5795,,1.3006,
2020-02-18,,,,,,1.2998,
2020-02-19,,,,,,1.2919,
2020-02-20,,,,,,1.2879,
2020-02-21,,,,,,1.2969,
2020-02-22,,,,,,,
2020-02-23,,,,,,,
2020-02-24,1.2345,1.2767,0.5795,0.5795,,1.2927,
2020-02-25,,,,,,1.3004,
2020-02-26,,,,,,1.2903,
2020-02-27,,,,,,1.2884,
2020-02-28,,,,,,1.282,
2020-02-29,,,,,,,
2020-03-01,,,,,32.01,,
2020-03-02,1.2243000000000002,1.2662,0.5795,0.5795,,1.275,
2020-03-03,,,,,,1.281,
2020-03-04,,,,,,1.287,
2020-03-05,,,,,,1.2954,
2020-03-06,,,,,,1.3047,
2020-03-07,,,,,,,
2020-03-08,,,,,,,
2020-03-09,1.2224,1.2625,0.5795,0.5795,,1.3131,
2020-03-10,,,,,,1.2906,
2020-03-11,,,,,,1.282,
2020-03-12,,,,,,1.2571,
2020-03-13,,,,,,1.2276,
2020-03-14,,,,,,,
2020-03-15,,,,,,,
2020-03-16,1.2033,1.2436,0.5795,0.5795,,1.2266,
2020-03-17,,,,,,1.205,
2020-03-18,,,,,,1.1613,
2020-03-19,,,,,,1.1485,
2020-03-20,,,,,,1.1641,
2020-03-21,,,,,,,
2020-03-22,,,,,,,
2020-03-23,1.1964,1.2341,0.5795,0.5795,,1.1548,
2020-03-24,,,,,,1.1757,
2020-03-25,,,,,,1.1885,
2020-03-26,,,,,,1.2201,
2020-03-27,,,,,,1.2456,
2020-03-28,,,,,,,
2020-03-29,,,,,,,
2020-03-30,1.1245,1.186,0.5795,0.5795,,1.2416,
2020-03-31,,,,,,1.2418,
2020-04-01,,,,,18.38,1.2376,
2020-04-02,,,,,,1.2392,
2020-04-03,,,,,,1.226,
2020-04-04,,,,,,,
2020-04-05,,,,,,,
2020-04-06,1.1023,1.1683,0.5795,0.5795,,1.2229,
2020-04-07,,,,,,1.2337,
2020-04-08,,,,,,1.2385,
2020-04-09,,,,,,1.2455,
2020-04-10,,,,,,1.2452,
2020-04-11,,,,,,,
2020-04-12,,,,,,,
2020-04-13,1.0927,1.1615,0.5795,0.5795,,1.2507,
2020-04-14,,,,,,1.2623,
2020-04-15,,,,,,1.2514,
2020-04-16,,,,,,1.2455,
2020-04-17,,,,,,1.2499,
2020-04-18,,,,,,,
2020-04-19,,,,,,,
2020-04-20,1.0863,1.1573,0.5795,0.5795,,1.2435,
2020-04-21,,,,,,1.2293,
2020-04-22,,,,,,1.2332,
2020-04-23,,,,,,1.2342,
2020-04-24,,,,,,1.2367,
2020-04-25,,,,,,,
2020-04-26,,,,,,,
2020-04-27,1.0788,1.1522,0.5795,0.5795,,1.2428,
2020-04-28,,,,,,1.2421,
2020-04-29,,,,,,1.2464,
2020-04-30,,,,,,1.2592,
2020-05-01,,,,,29.38,1.2502,
2020-05-02,,,,,,,
2020-05-03,,,,,,,
2020-05-04,1.0756,1.1494,0.5795,0.5795,,1.2442,
2020-05-05,,,,,,1.2434,
2020-05-06,,,,,,1.2341,
2020-05-07,,,,,,1.2361,
2020-05-08,,,,,,1.2407,
2020-05-09,,,,,,,
2020-05-10,,,,,,,
2020-05-11,1.0745,1.1483,0.5795,0.5795,,1.2335,
2020-05-12,,,,,,1.2259,
2020-05-13,,,,,,1.2229,
2020-05-14,,,,,,1.2226,
2020-05-15,,,,,,1.2104,
2020-05-16,,,,,,,
2020-05-17,,,,,,,
2020-05-18,1.0509,1.1222,0.5795,0.5795,,1.2189,
2020-05-19,,,,,,1.2251,
2020-05-20,,,,,,1.2239,
2020-05-21,,,,,,1.2222,
2020-05-22,,,,,,1.2164,
2020-05-23,,,,,,,
2020-05-24,,,,,,,
2020-05-25,1.0487,1.117,0.5795,0.5795,,1.2182,
2020-05-26,,,,,,1.2331,
2020-05-27,,,,,,1.225,
2020-05-28,,,,,,1.2316,
2020-05-29,,,,,,1.2344,
2020-05-30,,,,,,,
2020-05-31,,,,,,,
2020-06-01,1.0517,1.1176,0.5795,0.5795,40.27,1.2492,
2020-06-02,,,,,,1.2549,
2020-06-03,,,,,,1.2572,
2020-06-04,,,,,,1.2594,
2020-06-05,,,,,,1.2663,
2020-06-06,,,,,,,
2020-06-07,,,,,,,
2020-06-08,1.0574,1.1198,0.5795,0.5795,,1.2722,
2020-06-09,,,,,,1.2729,
2020-06-10,,,,,,1.2745,
2020-06-11,,,,,,1.26,
2020-06-12,,,,,,1.254,
2020-06-13,,,,,,,
2020-06-14,,,,,,,
2020-06-15,1.0637,1.1253,0.5795,0.5795,,1.2602,
2020-06-16,,,,,,1.2574,
2020-06-17,,,,,,1.2554,
2020-06-18,,,,,,1.2424,
2020-06-19,,,,,,1.2356,
2020-06-20,,,,,,,
2020-06-21,,,,,,,
2020-06-22,1.0713,1.1298,0.5795,0.5795,,1.2461,
2020-06-23,,,,,,1.2518,
2020-06-24,,,,,,1.2418,
2020-06-25,,,,,,1.2414,
2020-06-26,,,,,,1.2333,
2020-06-27,,,,,,,
2020-06-28,,,,,,,
2020-06-29,1.0831,1.141,0.5795,0.5795,,1.2296,
2020-06-30,,,,,,1.2399,
2020-07-01,,,,,43.24,1.247,
2020-07-02,,,,,,1.2466,
2020-07-03,,,,,,1.2483,
2020-07-04,,,,,,,
2020-07-05,,,,,,,
2020-07-06,1.0943,1.1505,0.5795,0.5795,,1.2491,
2020-07-07,,,,,,1.254,
2020-07-08,,,,,,1.2609,
2020-07-09,,,,,,1.2604,
2020-07-10,,,,,,1.262,
2020-07-11,,,,,,,
2020-07-12,,,,,,,
2020-07-13,1.1124,1.1675,0.5795,0.5795,,1.2552,
2020-07-14,,,,,,1.2548,
2020-07-15,,,,,,1.258,
2020-07-16,,,,,,1.2549,
2020-07-17,,,,,,1.2565,
2020-07-18,,,,,,,
2020-07-19,,,,,,,
2020-07-20,1.1223,1.1735,0.5795,0.5795,,1.266,
2020-07-21,,,,,,1.2728,
2020-07-22,,,,,,1.2732,
2020-07-23,,,,,,1.2739,
2020-07-24,,,,,,1.2789,
2020-07-25,,,,,,,
2020-07-26,,,,,,,
2020-07-27,1.1266,1.1776,0.5795,0.5795,,1.2881,
2020-07-28,,,,,,1.293,
2020-07-29,,,,,,1.2995,
2020-07-30,,,,,,1.3093,
2020-07-31,,,,,,1.3088,
2020-08-01,,,,,44.74,,
2020-08-02,,,,,,,
2020-08-03,1.1291,1.1797,0.5795,0.5795,,1.3072,
2020-08-04,,,,,,1.306,
2020-08-05,,,,,,1.3112,
2020-08-06,,,,,,1.3146,
2020-08-07,,,,,,1.3051,
2020-08-08,,,,,,,
2020-08-09,,,,,,,
2020-08-10,1.1302,1.1801,0.5795,0.5795,,1.307,
2020-08-11,,,,,,1.3048,
2020-08-12,,,,,,1.3032,
2020-08-13,,,,,,1.3063,
2020-08-14,,,,,,1.3084,
2020-08-15,,,,,,,
2020-08-16,,,,,,,
2020-08-17,1.1304,1.18,0.5795,0.5795,,1.3102,
2020-08-18,,,,,,1.3235,
2020-08-19,,,,,,1.3098,
2020-08-20,,,,,,1.3212,
2020-08-21,,,,,,1.3087,
2020-08-22,,,,,,,
2020-08-23,,,,,,,
2020-08-24,1.1322,1.1814,0.5795,0.5795,,1.3063,
2020-08-25,,,,,,1.315,
2020-08-26,,,,,,1.3208,
2020-08-27,,,,,,1.3198,
2020-08-28,,,,,,1.3349,
2020-08-29,,,,,,,
2020-08-30,,,,,,,
2020-08-31,1.1329,1.1818,0.5795,0.5795,,1.3369,
2020-09-01,,,,,40.91,1.3381,
2020-09-02,,,,,,1.3352,
2020-09-03,,,,,,1.328,
2020-09-04,,,,,,1.3282,
2020-09-05,,,,,,,
2020-09-06,,,,,,,
2020-09-07,1.1337000000000002,1.1822,0.5795,0.5795,,1.3166,
2020-09-08,,,,,,1.2987,
2020-09-09,,,,,,1.3,
2020-09-10,,,,,,1.2803,
2020-09-11,,,,,,1.2793,
2020-09-12,,,,,,,
2020-09-13,,,,,,,
2020-09-14,1.1332,1.1818,0.5795,0.5795,,1.2844,
2020-09-15,,,,,,1.2886,
2020-09-16,,,,,,1.2965,
2020-09-17,,,,,,1.2972,
2020-09-18,,,,,,1.2915,
2020-09-19,,,,,,,
2020-09-20,,,,,,,
2020-09-21,1.1331,1.1816,0.5795,0.5795,,1.2814,
2020-09-22,,,,,,1.2731,
2020-09-23,,,,,,1.2722,
2020-09-24,,,,,,1.2749,
2020-09-25,,,,,,1.2745,
2020-09-26,,,,,,,
2020-09-27,,,,,,,
2020-09-28,1.133,1.1814,0.5795,0.5795,,1.2827,
2020-09-29,,,,,,1.2861,
2020-09-30,,,,,,1.2916,
2020-10-01,,,,,40.19,1.2889,
2020-10-02,,,,,,1.2931,
2020-10-03,,,,,,,
2020-10-04,,,,,,,
2020-10-05,1.1326,1.1811,0.5795,0.5795,,1.2977,
2020-10-06,,,,,,1.2877,
2020-10-07,,,,,,1.2918,
2020-10-08,,,,,,1.2933,
2020-10-09,,,,,,1.3046,
2020-10-10,,,,,,,
2020-10-11,,,,,,,
2020-10-12,1.1319,1.1805,0.5795,0.5795,,1.3064,
2020-10-13,,,,,,1.2934,
2020-10-14,,,,,,1.3011,
2020-10-15,,,,,,1.2914,
2020-10-16,,,,,,1.2913,
2020-10-17,,,,,,,
2020-10-18,,,,,,,
2020-10-19,1.1318,1.1808,0.5795,0.5795,,1.2947,
2020-10-20,,,,,,1.2944,
2020-10-21,,,,,,1.3144,
2020-10-22,,,,,,1.3081,
2020-10-23,,,,,,1.304,
2020-10-24,,,,,,,
2020-10-25,,,,,,,
2020-10-26,1.1314,1.1808,0.5795,0.5795,,1.3023,
2020-10-27,,,,,,1.3043,
2020-10-28,,,,,,1.2981,
2020-10-29,,,,,,1.2926,
2020-10-30,,,,,,1.2941,
2020-10-31,,,,,,,
2020-11-01,,,,,42.69,,
2020-11-02,1.1311,1.1806,0.5795,0.5795,,1.2912,
2020-11-03,,,,,,1.3058,
2020-11-04,,,,,,1.2985,
2020-11-05,,,,,,1.3142,
2020-11-06,,,,,,1.3156,
2020-11-07,,,,,,,
2020-11-08,,,,,,,
2020-11-09,1.125,1.1728,0.5795,0.5795,,1.3163,
2020-11-10,,,,,,1.3271,
2020-11-11,,,,,,1.3221,
2020-11-12,,,,,,1.3114,
2020-11-13,,,,,,1.3186,
2020-11-14,,,,,,,
2020-11-15,,,,,,,
2020-11-16,1.1235,1.1707,0.5795,0.5795,,1.3191,
2020-11-17,,,,,,1.3241,
2020-11-18,,,,,,1.3269,
2020-11-19,,,,,,1.3261,
2020-11-20,,,,,,1.3282,
2020-11-21,,,,,,,
2020-11-22,,,,,,,
2020-11-23,1.1242,1.1713,0.5795,0.5795,,1.3323,
2020-11-24,,,,,,1.3356,
2020-11-25,,,,,,1.3382,
2020-11-26,,,,,,1.3355,
2020-11-27,,,,,,1.3314,
2020-11-28,,,,,,,
2020-11-29,,,,,,,
2020-11-30,1.1261,1.1741,0.5795,0.5795,,1.3321,
2020-12-01,,,,,49.99,1.3415,
2020-12-02,,,,,,1.3363,
2020-12-03,,,,,,1.3452,
2020-12-04,,,,,,1.3437,
2020-12-05,,,,,,,
2020-12-06,,,,,,,
2020-12-07,1.1317,1.1799,0.5795,0.5795,,1.3376,
2020-12-08,,,,,,1.3353,
2020-12-09,,,,,,1.3396,
2020-12-10,,,,,,1.3293,
2020-12-11,,,,,,1.3223,
2020-12-12,,,,,,,
2020-12-13,,,,,,,
2020-12-14,1.1382,1.1857,0.5795,0.5795,,1.3322,
2020-12-15,,,,,,1.3461,
2020-12-16,,,,,,1.3507,
2020-12-17,,,,,,1.3582,
2020-12-18,,,,,,1.352,
2020-12-19,,,,,,,
2020-12-20,,,,,,,
2020-12-21,1.1443,1.1917,0.5795,0.5795,,1.3463,
2020-12-22,,,,,,1.336,
